quando              |  quem   |  balcao  |  o_que              |  canal_criado/usado
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24104 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24105 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24105 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24106 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24106 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24100 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24100 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24091 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24091 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24101 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24101 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24114 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24114 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24116 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24116 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24118 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24118 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24117 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24117 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24102 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24098 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24098 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24103 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24103 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24102 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24107 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24107 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24094 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24094 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24108 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24108 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24119 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24119 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24120 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24120 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24122 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24122 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24121 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24121 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24123 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24123 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24115 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24125 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24125 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24124 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24124 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24115 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24126 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24126 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24157 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24157 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24159 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24159 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24158 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24158 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24156 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24156 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24160 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24160 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24155 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24155 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24161 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24161 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24162 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24162 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24153 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24153 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24164 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24164 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24163 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24154 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24154 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24165 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24165 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24166 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24166 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24167 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24167 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24168 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24168 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24169 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24169 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24172 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24172 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24171 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24171 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24173 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24173 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24163 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24174 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24174 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24175 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24175 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24176 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24176 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24170 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24204 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24204 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24205 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24205 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24170 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24206 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24206 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24203 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24203 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24207 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24207 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24202 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24202 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24208 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24208 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24201 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24201 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24209 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24209 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24210 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24210 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24200 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24200 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24211 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24211 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24212 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24212 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24213 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24213 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24214 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24214 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24215 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24215 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24216 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24216 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24217 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24217 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24218 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24218 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24219 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24219 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24220 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24220 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24221 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24221 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24222 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24222 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24224 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24225 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24225 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24223 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24223 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24224 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24255 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24255 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24256 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24256 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24257 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24257 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24258 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24258 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24259 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24259 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24254 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24254 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24260 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24260 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24253 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24253 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24262 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24262 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24263 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24263 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24264 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24264 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24265 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24261 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24261 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24266 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24266 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24265 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24269 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24269 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24267 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24267 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24270 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24270 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24268 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24268 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24271 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24271 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24272 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24272 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24273 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24273 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24274 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24274 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24276 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24276 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24275 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24275 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24252 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24252 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24304 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24304 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24306 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24307 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24307 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24308 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24308 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24303 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24303 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24302 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24302 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24310 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24310 
27-05-2015 21:39:13 | Cliente | 2        | pede_atendimento    | /tmp/fc_24309 
27-05-2015 21:39:13 | Balcao  | 2        | inicia_atend_cli    | /tmp/fc_24309 
27-05-2015 21:39:13 | Cliente | 1        | pede_atendimento    | /tmp/fc_24311 
27-05-2015 21:39:13 | Balcao  | 1        | inicia_atend_cli    | /tmp/fc_24311 
